Station Name,Date/Time,Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),Dir of Max Gust (10s deg),Spd of Max Gust (km/h)
QUEBEC/JEAN LESAGE INTL,11/21/2018,2018,11,21,-6.9,-16.1,-11.5,29.5,0,,,1.2,23,30,37
QUEBEC/JEAN LESAGE INTL,11/22/2018,2018,11,22,-9.8,-18.9,-14.3,32.3,0,,,0,20,29,40
QUEBEC/JEAN LESAGE INTL,11/23/2018,2018,11,23,-6.8,-16.5,-11.7,29.7,0,,,0,19,,
QUEBEC/JEAN LESAGE INTL,11/24/2018,2018,11,24,-0.7,-12.3,-6.5,24.5,0,,,0.1,19,,
QUEBEC/JEAN LESAGE INTL,11/25/2018,2018,11,25,-0.3,-2.7,-1.5,19.5,0,,,7.4,19,8,31
QUEBEC/JEAN LESAGE INTL,11/26/2018,2018,11,26,0.9,-0.5,0.2,17.8,0,,,1.2,24,6,47
QUEBEC/JEAN LESAGE INTL,11/27/2018,2018,11,27,2.4,-0.7,0.9,17.1,0,,,9.3,25,6,55
QUEBEC/JEAN LESAGE INTL,11/28/2018,2018,11,28,2.2,-0.1,1.1,16.9,0,,,0.4,23,5,36
QUEBEC/JEAN LESAGE INTL,11/29/2018,2018,11,29,3.6,-3.8,-0.1,18.1,0,,,0,21,,
QUEBEC/JEAN LESAGE INTL,11/30/2018,2018,11,30,-0.2,-7.7,-3.9,21.9,0,,,0,21,,
QUEBEC/JEAN LESAGE INTL,12/1/2018,2018,12,1,-0.9,-3.1,-2,20,0,,,0,20,,
QUEBEC/JEAN LESAGE INTL,12/2/2018,2018,12,2,-0.1,-2.5,-1.3,19.3,0,,,12.6,20,9,39
QUEBEC/JEAN LESAGE INTL,12/3/2018,2018,12,3,-0.1,-4.7,-2.4,20.4,0,,,3.9,23,,
QUEBEC/JEAN LESAGE INTL,12/4/2018,2018,12,4,-3.5,-7.8,-5.7,23.7,0,,,0,23,29,37
QUEBEC/JEAN LESAGE INTL,12/5/2018,2018,12,5,-6.2,-18.6,-12.4,30.4,0,,,0,22,,
QUEBEC/JEAN LESAGE INTL,12/6/2018,2018,12,6,-5.3,-15.8,-10.6,28.6,0,,,2.8,23,,
QUEBEC/JEAN LESAGE INTL,12/7/2018,2018,12,7,-4.6,-23.7,-14.1,32.1,0,,,3.1,30,,
QUEBEC/JEAN LESAGE INTL,12/8/2018,2018,12,8,-14,-31,-22.5,40.5,0,,,0,28,25,33
QUEBEC/JEAN LESAGE INTL,12/9/2018,2018,12,9,-6.8,-25.9,-16.3,34.3,0,,,4.7,27,,
QUEBEC/JEAN LESAGE INTL,12/10/2018,2018,12,10,-7.9,-25.6,-16.8,34.8,0,,,0,33,,
QUEBEC/JEAN LESAGE INTL,12/11/2018,2018,12,11,-9.5,-26.2,-17.9,35.9,0,,,0.2,31,,
QUEBEC/JEAN LESAGE INTL,12/12/2018,2018,12,12,-8.9,-28.3,-18.6,36.6,0,,,0.3,32,,
QUEBEC/JEAN LESAGE INTL,12/13/2018,2018,12,13,-8.4,-29.2,-18.8,36.8,0,,,0,32,,
QUEBEC/JEAN LESAGE INTL,12/14/2018,2018,12,14,1,-12,-5.5,23.5,0,,,8.9,31,,
QUEBEC/JEAN LESAGE INTL,12/15/2018,2018,12,15,3.1,-4.3,-0.6,18.6,0,,,0.3,36,26,32
QUEBEC/JEAN LESAGE INTL,12/16/2018,2018,12,16,0.6,-10.8,-5.1,23.1,0,,,0,33,,
QUEBEC/JEAN LESAGE INTL,12/17/2018,2018,12,17,0.9,-6.2,-2.6,20.6,0,,,0,33,35,41
QUEBEC/JEAN LESAGE INTL,12/18/2018,2018,12,18,-4.4,-8.5,-6.5,24.5,0,,,0,32,27,39
QUEBEC/JEAN LESAGE INTL,12/19/2018,2018,12,19,-6.1,-11.6,-8.9,26.9,0,,,0,32,,
QUEBEC/JEAN LESAGE INTL,12/20/2018,2018,12,20,0.2,-12.3,-6.1,24.1,0,,,0,32,,
QUEBEC/JEAN LESAGE INTL,12/21/2018,2018,12,21,3.3,-0.3,1.5,16.5,0,,,40,32,10,41
QUEBEC/JEAN LESAGE INTL,12/22/2018,2018,12,22,4.6,-3.8,0.4,17.6,0,,,6.5,21,29,51
QUEBEC/JEAN LESAGE INTL,12/23/2018,2018,12,23,-3.8,-13.8,-8.8,26.8,0,,,0,19,27,40
QUEBEC/JEAN LESAGE INTL,12/24/2018,2018,12,24,-8.1,-16.5,-12.3,30.3,0,,,0,19,27,34
QUEBEC/JEAN LESAGE INTL,12/25/2018,2018,12,25,-12.5,-17.4,-14.9,32.9,0,,,0,19,25,32
QUEBEC/JEAN LESAGE INTL,12/26/2018,2018,12,26,-9.5,-16.5,-13,31,0,,,0,20,25,34
QUEBEC/JEAN LESAGE INTL,12/27/2018,2018,12,27,-11.8,-18.8,-15.3,33.3,0,,,0,20,,
QUEBEC/JEAN LESAGE INTL,12/28/2018,2018,12,28,-1.5,-11.9,-6.7,24.7,0,,,13.8,21,,
QUEBEC/JEAN LESAGE INTL,12/29/2018,2018,12,29,2.4,-17.3,-7.5,25.5,0,,,5.6,23,,
QUEBEC/JEAN LESAGE INTL,12/30/2018,2018,12,30,-9.7,-21.1,-15.4,33.4,0,,,0.2,23,,
QUEBEC/JEAN LESAGE INTL,12/31/2018,2018,12,31,-2.8,-10.9,-6.8,24.8,0,,,0.2,23,,
QUEBEC/JEAN LESAGE INTL,1/1/2019,2019,1,1,1.7,-22.1,-10.2,28.2,0,,,18.2,35,8,66
QUEBEC/JEAN LESAGE INTL,1/2/2019,2019,1,2,-16,-30.9,-23.5,41.5,0,,,0,37,,
QUEBEC/JEAN LESAGE INTL,1/3/2019,2019,1,3,-7.5,-17.2,-12.4,30.4,0,,,3.1,38,,
QUEBEC/JEAN LESAGE INTL,1/4/2019,2019,1,4,1.1,-8.7,-3.8,21.8,0,,,7,42,,
QUEBEC/JEAN LESAGE INTL,1/5/2019,2019,1,5,2.1,-2.8,-0.3,18.3,0,,,0.1,42,,
QUEBEC/JEAN LESAGE INTL,1/6/2019,2019,1,6,-1.1,-15.1,-8.1,26.1,0,,,0,41,32,45
QUEBEC/JEAN LESAGE INTL,1/7/2019,2019,1,7,-10,-24.1,-17,35,0,,,0,40,5,37
QUEBEC/JEAN LESAGE INTL,1/8/2019,2019,1,8,-2.6,-10,-6.3,24.3,0,,,10,41,7,42
QUEBEC/JEAN LESAGE INTL,1/9/2019,2019,1,9,-0.9,-3.3,-2.1,20.1,0,,,11.2,46,6,48
QUEBEC/JEAN LESAGE INTL,1/10/2019,2019,1,10,-0.5,-13.1,-6.8,24.8,0,,,0,50,31,39
QUEBEC/JEAN LESAGE INTL,1/11/2019,2019,1,11,-13.1,-18.4,-15.7,33.7,0,,,0,49,26,43
QUEBEC/JEAN LESAGE INTL,1/12/2019,2019,1,12,-14.1,-20.4,-17.2,35.2,0,,,0,48,24,36
QUEBEC/JEAN LESAGE INTL,1/13/2019,2019,1,13,-9.9,-23.9,-16.9,34.9,0,,,0,47,,
QUEBEC/JEAN LESAGE INTL,1/14/2019,2019,1,14,-11.8,-25.3,-18.6,36.6,0,,,0,47,,
QUEBEC/JEAN LESAGE INTL,1/15/2019,2019,1,15,-7,-16.9,-11.9,29.9,0,,,0,47,,
QUEBEC/JEAN LESAGE INTL,1/16/2019,2019,1,16,-1,-21.2,-11.1,29.1,0,,,6.8,48,,
QUEBEC/JEAN LESAGE INTL,1/17/2019,2019,1,17,-19,-27.8,-23.4,41.4,0,,,0,46,,
QUEBEC/JEAN LESAGE INTL,1/18/2019,2019,1,18,-8.6,-19.5,-14.1,32.1,0,,,3,46,27,45
QUEBEC/JEAN LESAGE INTL,1/19/2019,2019,1,19,-18.1,-28.5,-23.3,41.3,0,,,0,51,9,38
QUEBEC/JEAN LESAGE INTL,1/20/2019,2019,1,20,-13.3,-20,-16.7,34.7,0,,,8.6,51,7,60
QUEBEC/JEAN LESAGE INTL,1/21/2019,2019,1,21,-14.9,-19.8,-17.4,35.4,0,,,0.2,64,32,40
QUEBEC/JEAN LESAGE INTL,1/22/2019,2019,1,22,-14.7,-23.1,-18.9,36.9,0,,,0.1,55,26,39
QUEBEC/JEAN LESAGE INTL,1/23/2019,2019,1,23,-5.4,-17.4,-11.4,29.4,0,,,10.3,52,,
QUEBEC/JEAN LESAGE INTL,1/24/2019,2019,1,24,-0.3,-5.4,-2.8,20.8,0,,,14,59,,
QUEBEC/JEAN LESAGE INTL,1/25/2019,2019,1,25,-4.3,-14.1,-9.2,27.2,0,,,0.7,56,,
QUEBEC/JEAN LESAGE INTL,1/26/2019,2019,1,26,-13.1,-22.9,-18,36,0,,,0,56,,
QUEBEC/JEAN LESAGE INTL,1/27/2019,2019,1,27,-4.7,-24.4,-14.5,32.5,0,,,5.6,56,,
QUEBEC/JEAN LESAGE INTL,1/28/2019,2019,1,28,-11.8,-30.3,-21,39,0,,,0,59,,
QUEBEC/JEAN LESAGE INTL,1/29/2019,2019,1,29,-10.8,-21.7,-16.3,34.3,0,,,6.8,59,,
QUEBEC/JEAN LESAGE INTL,1/30/2019,2019,1,30,-8.5,-16.5,-12.5,30.5,0,,,3.3,78,,
QUEBEC/JEAN LESAGE INTL,1/31/2019,2019,1,31,-16.5,-25,-20.7,38.7,0,,,0.2,79,,
QUEBEC/JEAN LESAGE INTL,2/1/2019,2019,2,1,-14.9,-21.9,-18.4,36.4,0,,,0,67,,
QUEBEC/JEAN LESAGE INTL,2/2/2019,2019,2,2,-10.5,-23.1,-16.8,34.8,0,,,3.9,65,25,37
QUEBEC/JEAN LESAGE INTL,2/3/2019,2019,2,3,-8.7,-26.1,-17.4,35.4,0,,,0.3,68,,
QUEBEC/JEAN LESAGE INTL,2/4/2019,2019,2,4,-2.6,-9,-5.8,23.8,0,,,4.5,69,,
QUEBEC/JEAN LESAGE INTL,2/5/2019,2019,2,5,2.5,-9.8,-3.7,21.7,0,,,8.5,69,,
QUEBEC/JEAN LESAGE INTL,2/6/2019,2019,2,6,-7.4,-16.1,-11.7,29.7,0,,,2.8,65,9,35
QUEBEC/JEAN LESAGE INTL,2/7/2019,2019,2,7,-1.8,-7.4,-4.6,22.6,0,,,1,71,6,33
QUEBEC/JEAN LESAGE INTL,2/8/2019,2019,2,8,4.7,-10.5,-2.9,20.9,0,,,7.7,68,24,95
QUEBEC/JEAN LESAGE INTL,2/9/2019,2019,2,9,-8,-14.7,-11.4,29.4,0,,,0.6,65,29,78
QUEBEC/JEAN LESAGE INTL,2/10/2019,2019,2,10,-9.1,-15.3,-12.2,30.2,0,,,0,65,25,38
QUEBEC/JEAN LESAGE INTL,2/11/2019,2019,2,11,-11.1,-20.2,-15.7,33.7,0,,,0,65,30,34
QUEBEC/JEAN LESAGE INTL,2/12/2019,2019,2,12,-8.7,-27.2,-18,36,0,,,3.3,64,5,59
QUEBEC/JEAN LESAGE INTL,2/13/2019,2019,2,13,-7.2,-9.6,-8.4,26.4,0,,,13.9,78,6,64
QUEBEC/JEAN LESAGE INTL,2/14/2019,2019,2,14,-4,-16.4,-10.2,28.2,0,,,1.4,89,26,33
QUEBEC/JEAN LESAGE INTL,2/15/2019,2019,2,15,-0.4,-18.1,-9.3,27.3,0,,,19.4,86,10,125
QUEBEC/JEAN LESAGE INTL,2/16/2019,2019,2,16,-0.4,-14.1,-7.3,25.3,0,,,0,100,27,45
QUEBEC/JEAN LESAGE INTL,2/17/2019,2019,2,17,-9.3,-27.2,-18.2,36.2,0,,,0,94,,
QUEBEC/JEAN LESAGE INTL,2/18/2019,2019,2,18,-9.2,-30,-19.6,37.6,0,,,0,93,31,33
QUEBEC/JEAN LESAGE INTL,2/19/2019,2019,2,19,-10.8,-23.2,-17,35,0,,,0,91,26,41
QUEBEC/JEAN LESAGE INTL,2/20/2019,2019,2,20,-7.4,-24.8,-16.1,34.1,0,,,0.1,89,,
QUEBEC/JEAN LESAGE INTL,2/21/2019,2019,2,21,-2.6,-11,-6.8,24.8,0,,,6.8,94,,
QUEBEC/JEAN LESAGE INTL,2/22/2019,2019,2,22,-2.7,-19.3,-11,29,0,,,0,93,26,33
QUEBEC/JEAN LESAGE INTL,2/23/2019,2019,2,23,-2.5,-23.5,-13,31,0,,,0,91,,
QUEBEC/JEAN LESAGE INTL,2/24/2019,2019,2,24,-2.6,-8,-5.3,23.3,0,,,21.7,90,9,56
QUEBEC/JEAN LESAGE INTL,2/25/2019,2019,2,25,-1.6,-15.1,-8.3,26.3,0,,,5.9,105,27,66
QUEBEC/JEAN LESAGE INTL,2/26/2019,2019,2,26,-14.8,-20.7,-17.8,35.8,0,,,0.3,97,27,67
QUEBEC/JEAN LESAGE INTL,2/27/2019,2019,2,27,-14.1,-28.6,-21.4,39.4,0,,,0,92,29,38
QUEBEC/JEAN LESAGE INTL,2/28/2019,2019,2,28,-8.4,-32.5,-20.4,38.4,0,,,0,91,24,31
QUEBEC/JEAN LESAGE INTL,3/1/2019,2019,3,1,-5.2,-29.8,-17.5,35.5,0,,,0.2,91,,
QUEBEC/JEAN LESAGE INTL,3/2/2019,2019,3,2,-1.5,-23.6,-12.6,30.6,0,,,0,90,,
QUEBEC/JEAN LESAGE INTL,3/3/2019,2019,3,3,-1.9,-8.4,-5.1,23.1,0,,,1.4,93,,
QUEBEC/JEAN LESAGE INTL,3/4/2019,2019,3,4,-1.6,-17,-9.3,27.3,0,,,1.3,93,,
QUEBEC/JEAN LESAGE INTL,3/5/2019,2019,3,5,-8.5,-18.6,-13.5,31.5,0,,,0.1,92,24,34
QUEBEC/JEAN LESAGE INTL,3/6/2019,2019,3,6,-9.8,-23.9,-16.8,34.8,0,,,0,90,30,45
QUEBEC/JEAN LESAGE INTL,3/7/2019,2019,3,7,-10.7,-28.4,-19.5,37.5,0,,,0,89,26,36
QUEBEC/JEAN LESAGE INTL,3/8/2019,2019,3,8,-5.5,-19.2,-12.4,30.4,0,,,0,88,25,44
QUEBEC/JEAN LESAGE INTL,3/9/2019,2019,3,9,-2.1,-19.5,-10.8,28.8,0,,,0.2,88,,
QUEBEC/JEAN LESAGE INTL,3/10/2019,2019,3,10,-2.6,-19.1,-10.8,28.8,0,,,20.9,88,8,41
QUEBEC/JEAN LESAGE INTL,3/11/2019,2019,3,11,2,-5.5,-1.8,19.8,0,,,2.5,105,26,52
QUEBEC/JEAN LESAGE INTL,3/12/2019,2019,3,12,-1.6,-9.4,-5.5,23.5,0,,,0,102,28,35
QUEBEC/JEAN LESAGE INTL,3/13/2019,2019,3,13,0.4,-14.9,-7.2,25.2,0,,,0,101,,
QUEBEC/JEAN LESAGE INTL,3/14/2019,2019,3,14,5.7,-3,1.4,16.6,0,,,0.4,100,9,32
QUEBEC/JEAN LESAGE INTL,3/15/2019,2019,3,15,9.9,1.5,5.7,12.3,0,,,6.7,94,8,65
QUEBEC/JEAN LESAGE INTL,3/16/2019,2019,3,16,3,-8.1,-2.5,20.5,0,,,1.1,81,24,63
QUEBEC/JEAN LESAGE INTL,3/17/2019,2019,3,17,-4.1,-9.5,-6.8,24.8,0,,,0.1,79,27,50
QUEBEC/JEAN LESAGE INTL,3/18/2019,2019,3,18,-3.2,-14.8,-9,27,0,,,0,79,22,33
QUEBEC/JEAN LESAGE INTL,3/19/2019,2019,3,19,-2.6,-18.8,-10.7,28.7,0,,,0.1,78,31,32
QUEBEC/JEAN LESAGE INTL,3/20/2019,2019,3,20,4.7,-19.6,-7.5,25.5,0,,,0,78,,
QUEBEC/JEAN LESAGE INTL,3/21/2019,2019,3,21,6.8,-9.9,-1.5,19.5,0,,,5.9,78,,
QUEBEC/JEAN LESAGE INTL,3/22/2019,2019,3,22,2.9,0.1,1.5,16.5,0,,,11.9,78,7,32
QUEBEC/JEAN LESAGE INTL,3/23/2019,2019,3,23,4.7,-2.6,1,17,0,,,0,76,33,47
QUEBEC/JEAN LESAGE INTL,3/24/2019,2019,3,24,2.8,-6.7,-1.9,19.9,0,,,0,75,24,43
QUEBEC/JEAN LESAGE INTL,3/25/2019,2019,3,25,-2.4,-11.3,-6.9,24.9,0,,,0,75,23,49
QUEBEC/JEAN LESAGE INTL,3/26/2019,2019,3,26,-2.9,-15.1,-9,27,0,,,0,74,23,42
QUEBEC/JEAN LESAGE INTL,3/27/2019,2019,3,27,3.8,-17.7,-7,25,0,,,0,73,,
QUEBEC/JEAN LESAGE INTL,3/28/2019,2019,3,28,5.9,-11.4,-2.7,20.7,0,,,3.3,73,24,32
QUEBEC/JEAN LESAGE INTL,3/29/2019,2019,3,29,6.7,-3.2,1.7,16.3,0,,,0,73,,
QUEBEC/JEAN LESAGE INTL,3/30/2019,2019,3,30,0.1,-3.8,-1.8,19.8,0,,,7.1,70,6,40
QUEBEC/JEAN LESAGE INTL,3/31/2019,2019,3,31,2.3,-0.8,0.8,17.2,0,,,15.8,71,26,37
QUEBEC/JEAN LESAGE INTL,4/1/2019,2019,4,1,-0.4,-6.9,-3.6,21.6,0,,,0.1,71,28,52
QUEBEC/JEAN LESAGE INTL,4/2/2019,2019,4,2,5.3,-4.1,0.6,17.4,0,,,0,70,,
QUEBEC/JEAN LESAGE INTL,4/3/2019,2019,4,3,6.4,-1.5,2.5,15.5,0,,,0.5,69,27,62
QUEBEC/JEAN LESAGE INTL,4/4/2019,2019,4,4,-0.9,-7.6,-4.3,22.3,0,,,0.3,65,28,76
QUEBEC/JEAN LESAGE INTL,4/5/2019,2019,4,5,0.6,-10.3,-4.9,22.9,0,,,0.3,65,,
QUEBEC/JEAN LESAGE INTL,4/6/2019,2019,4,6,4.7,-2.3,1.2,16.8,0,,,2.5,67,,
QUEBEC/JEAN LESAGE INTL,4/7/2019,2019,4,7,6.4,-1.6,2.4,15.6,0,,,0,63,26,37
QUEBEC/JEAN LESAGE INTL,4/8/2019,2019,4,8,-1.4,-4.7,-3,21,0,,,16,60,7,51
QUEBEC/JEAN LESAGE INTL,4/9/2019,2019,4,9,-1.1,-2.8,-2,20,0,,,9.1,70,7,47
QUEBEC/JEAN LESAGE INTL,4/10/2019,2019,4,10,4.2,-4.9,-0.3,18.3,0,,,0.4,78,30,32
QUEBEC/JEAN LESAGE INTL,4/11/2019,2019,4,11,5.9,-4.4,0.7,17.3,0,,,0,72,22,34
QUEBEC/JEAN LESAGE INTL,4/12/2019,2019,4,12,5.7,-5.4,0.1,17.9,0,,,0.3,67,10,32
QUEBEC/JEAN LESAGE INTL,4/13/2019,2019,4,13,11.9,1.3,6.6,11.4,0,,,0,63,24,47
QUEBEC/JEAN LESAGE INTL,4/14/2019,2019,4,14,7,0.4,3.7,14.3,0,,,1.1,52,8,43
QUEBEC/JEAN LESAGE INTL,4/15/2019,2019,4,15,3.4,0.2,1.8,16.2,0,,,13.4,45,7,59
QUEBEC/JEAN LESAGE INTL,4/16/2019,2019,4,16,5.8,-2.3,1.8,16.2,0,,,0,44,31,44
QUEBEC/JEAN LESAGE INTL,4/17/2019,2019,4,17,10.1,-3,3.5,14.5,0,,,0,40,,
QUEBEC/JEAN LESAGE INTL,4/18/2019,2019,4,18,6,-2.8,1.6,16.4,0,,,15.1,33,,
QUEBEC/JEAN LESAGE INTL,4/19/2019,2019,4,19,7.4,2,4.7,13.3,0,,,17.1,27,6,35
QUEBEC/JEAN LESAGE INTL,4/20/2019,2019,4,20,7.7,3.2,5.4,12.6,0,,,15.9,19,7,48
QUEBEC/JEAN LESAGE INTL,4/21/2019,2019,4,21,16.9,3.8,10.4,7.6,0,,,0,7,,
QUEBEC/JEAN LESAGE INTL,4/22/2019,2019,4,22,12.8,1.4,7.1,10.9,0,,,0,,,
QUEBEC/JEAN LESAGE INTL,4/23/2019,2019,4,23,9.4,1.6,5.5,12.5,0,,,0.4,,5,57
QUEBEC/JEAN LESAGE INTL,4/24/2019,2019,4,24,4.1,1.6,2.9,15.1,0,,,7.8,,9,51
QUEBEC/JEAN LESAGE INTL,4/25/2019,2019,4,25,8.3,1.7,5,13,0,,,0,,,
QUEBEC/JEAN LESAGE INTL,4/26/2019,2019,4,26,6.9,1.7,4.3,13.7,0,,,17.9,,8,41
QUEBEC/JEAN LESAGE INTL,4/27/2019,2019,4,27,7.2,1.8,4.5,13.5,0,,,36.5,,6,42
QUEBEC/JEAN LESAGE INTL,4/28/2019,2019,4,28,5.9,-0.3,2.8,15.2,0,,,0.1,,26,40
QUEBEC/JEAN LESAGE INTL,4/29/2019,2019,4,29,8.3,-0.9,3.7,14.3,0,,,0.2,,28,53
QUEBEC/JEAN LESAGE INTL,4/30/2019,2019,4,30,10.4,-1.9,4.2,13.8,0,,,0,,27,45
QUEBEC/JEAN LESAGE INTL,5/1/2019,2019,5,1,8.4,-3.2,2.6,15.4,0,,,1.6,,,
QUEBEC/JEAN LESAGE INTL,5/2/2019,2019,5,2,11.7,0.2,6,12,0,,,1.3,,6,36
QUEBEC/JEAN LESAGE INTL,5/3/2019,2019,5,3,9.1,0.8,4.9,13.1,0,,,3.3,,,
QUEBEC/JEAN LESAGE INTL,5/4/2019,2019,5,4,16.5,3.5,10,8,0,,,0,,23,36
QUEBEC/JEAN LESAGE INTL,5/5/2019,2019,5,5,18.6,1.1,9.8,8.2,0,,,0,,,
QUEBEC/JEAN LESAGE INTL,5/6/2019,2019,5,6,23.2,1.3,12.3,5.7,0,,,0,,,
QUEBEC/JEAN LESAGE INTL,5/7/2019,2019,5,7,16.7,-0.8,8,10,0,,,0.5,,27,46
QUEBEC/JEAN LESAGE INTL,5/8/2019,2019,5,8,11,-3.3,3.9,14.1,0,,,0,,30,52
QUEBEC/JEAN LESAGE INTL,5/9/2019,2019,5,9,12.7,-3.4,4.6,13.4,0,,,3.6,,9,35
QUEBEC/JEAN LESAGE INTL,5/10/2019,2019,5,10,8.7,6,7.4,10.6,0,,,31.2,,,
QUEBEC/JEAN LESAGE INTL,5/11/2019,2019,5,11,11.1,-1,5,13,0,,,0.1,,29,51
QUEBEC/JEAN LESAGE INTL,5/12/2019,2019,5,12,16.5,-2.2,7.2,10.8,0,,,0.1,,6,31
QUEBEC/JEAN LESAGE INTL,5/13/2019,2019,5,13,15.1,2.8,8.9,9.1,0,,,0,,9,40
QUEBEC/JEAN LESAGE INTL,5/14/2019,2019,5,14,10.3,6.8,8.5,9.5,0,,,0.9,,6,31
QUEBEC/JEAN LESAGE INTL,5/15/2019,2019,5,15,10.5,0.3,5.4,12.6,0,,,0,,9,38
QUEBEC/JEAN LESAGE INTL,5/16/2019,2019,5,16,16.3,0.1,8.2,9.8,0,,,0,,10,34
QUEBEC/JEAN LESAGE INTL,5/17/2019,2019,5,17,14.6,6.3,10.4,7.6,0,,,6.8,,9,62
QUEBEC/JEAN LESAGE INTL,5/18/2019,2019,5,18,14.3,7.1,10.7,7.3,0,,,0,,,
QUEBEC/JEAN LESAGE INTL,5/19/2019,2019,5,19,12.4,8.1,10.2,7.8,0,,,2.9,,7,40
QUEBEC/JEAN LESAGE INTL,5/20/2019,2019,5,20,12.9,9,11,7,0,,,17.5,,,
QUEBEC/JEAN LESAGE INTL,5/21/2019,2019,5,21,13.1,6.6,9.8,8.2,0,,,0.1,,27,45
QUEBEC/JEAN LESAGE INTL,5/22/2019,2019,5,22,19.9,5,12.5,5.5,0,,,0,,32,32
QUEBEC/JEAN LESAGE INTL,5/23/2019,2019,5,23,15.2,8.9,12.1,5.9,0,,,14.6,,6,31
QUEBEC/JEAN LESAGE INTL,5/24/2019,2019,5,24,18,7.5,12.7,5.3,0,,,1.9,,,
QUEBEC/JEAN LESAGE INTL,5/25/2019,2019,5,25,21.3,4.5,12.9,5.1,0,,,6.8,,,
QUEBEC/JEAN LESAGE INTL,5/26/2019,2019,5,26,23.8,10.8,17.3,0.7,0,,,3.8,,23,61
QUEBEC/JEAN LESAGE INTL,5/27/2019,2019,5,27,15.4,3.4,9.4,8.6,0,,,0,,28,39
QUEBEC/JEAN LESAGE INTL,5/28/2019,2019,5,28,17.3,2.2,9.7,8.3,0,,,0,,,
QUEBEC/JEAN LESAGE INTL,5/29/2019,2019,5,29,17,2.1,9.5,8.5,0,,,0,,,
QUEBEC/JEAN LESAGE INTL,5/30/2019,2019,5,30,21.2,8.3,14.8,3.2,0,,,6.7,,23,39
QUEBEC/JEAN LESAGE INTL,5/31/2019,2019,5,31,14.5,3.9,9.2,8.8,0,,,0,,26,39
QUEBEC/JEAN LESAGE INTL,6/1/2019,2019,6,1,19.7,2.8,11.2,6.8,0,,,0,,,
QUEBEC/JEAN LESAGE INTL,6/2/2019,2019,6,2,13.6,9.7,11.7,6.3,0,,,35.9,,8,39
QUEBEC/JEAN LESAGE INTL,6/3/2019,2019,6,3,14.9,6.4,10.7,7.3,0,,,1.7,,28,97
QUEBEC/JEAN LESAGE INTL,6/4/2019,2019,6,4,14.5,5.5,10,8,0,,,0.6,,27,43
QUEBEC/JEAN LESAGE INTL,6/5/2019,2019,6,5,19.9,6.7,13.3,4.7,0,,,0,,,
QUEBEC/JEAN LESAGE INTL,6/6/2019,2019,6,6,22.1,4.7,13.4,4.6,0,,,0,,,
QUEBEC/JEAN LESAGE INTL,6/7/2019,2019,6,7,22.1,5.2,13.7,4.3,0,,,0,,29,53
QUEBEC/JEAN LESAGE INTL,6/8/2019,2019,6,8,21.2,4.4,12.8,5.2,0,,,0,,19,38
QUEBEC/JEAN LESAGE INTL,6/9/2019,2019,6,9,27.3,8.8,18.1,0,0.1,,,0,,,
QUEBEC/JEAN LESAGE INTL,6/10/2019,2019,6,10,24.9,9.4,17.1,0.9,0,,,0,,,
QUEBEC/JEAN LESAGE INTL,6/11/2019,2019,6,11,18.2,5.6,11.9,6.1,0,,,25.5,,28,51
QUEBEC/JEAN LESAGE INTL,6/12/2019,2019,6,12,22.8,4.2,13.5,4.5,0,,,0,,23,37
QUEBEC/JEAN LESAGE INTL,6/13/2019,2019,6,13,21.1,8.8,15,3,0,,,1.5,,10,49
QUEBEC/JEAN LESAGE INTL,6/14/2019,2019,6,14,17.7,10.9,14.3,3.7,0,,,8.2,,20,74
QUEBEC/JEAN LESAGE INTL,6/15/2019,2019,6,15,19.3,12.6,16,2,0,,,29.2,,22,38
QUEBEC/JEAN LESAGE INTL,6/16/2019,2019,6,16,18.8,7.4,13.1,4.9,0,,,0,,,
QUEBEC/JEAN LESAGE INTL,6/17/2019,2019,6,17,21.5,8.3,14.9,3.1,0,,,0.1,,,
QUEBEC/JEAN LESAGE INTL,6/18/2019,2019,6,18,24.5,9.5,17,1,0,,,0,,24,31
QUEBEC/JEAN LESAGE INTL,6/19/2019,2019,6,19,21.7,9.6,15.6,2.4,0,,,2.2,,,
QUEBEC/JEAN LESAGE INTL,6/20/2019,2019,6,20,15.8,10.8,13.3,4.7,0,,,3.6,,,
QUEBEC/JEAN LESAGE INTL,6/21/2019,2019,6,21,20,10.2,15.1,2.9,0,,,0.5,,,
QUEBEC/JEAN LESAGE INTL,6/22/2019,2019,6,22,25.6,12,18.8,0,0.8,,,0,,33,46
QUEBEC/JEAN LESAGE INTL,6/23/2019,2019,6,23,26.6,7.4,17,1,0,,,0,,32,48
QUEBEC/JEAN LESAGE INTL,6/24/2019,2019,6,24,24.7,8,16.3,1.7,0,,,0,,,
QUEBEC/JEAN LESAGE INTL,6/25/2019,2019,6,25,21.5,6.9,14.2,3.8,0,,,15.4,,,
QUEBEC/JEAN LESAGE INTL,6/26/2019,2019,6,26,26.3,15.8,21,0,3,,,5.4,,31,110
QUEBEC/JEAN LESAGE INTL,6/27/2019,2019,6,27,25.4,12.4,18.9,0,0.9,,,7,,29,132
QUEBEC/JEAN LESAGE INTL,6/28/2019,2019,6,28,26.8,11,18.9,0,0.9,,,6.1,,36,35
