Date,Henry USD/MMBtu,AECO 5A USD/MMBtu,AECO 5A Cad/GJ,Electricity_Daily_Average,Electricity_Daily_On_Peak_Average,Electricity_Daily_Off_Peak_Average,Electricity_30Ravg Average,Electricity_30Ravg_On_Peak_Average,Electricity_30Ravg_ Off_Peak_Average,Measured Receipts Volume (103M3),NGTL_Storage_Receipts_Volume_(103M3),NGTL_Gordondale_Receipts_Volume_(103M3),NGTL_Groundbirch_East_Receipts_Volume_(103M3),NGTL_Intra_Provincial_Deliveries_Volume_(103M3),NGTL_Border_Deliveries_Volume_(103M3),NGTL_Empress_Deliveries_Volume_(103M3),NGTL_ABC_Deliveries_Volume_(103M3),NGTL_McNeil_Deliveries_Volume_(103M3),NGTL_Gordondale_Deliveries_Volume_(103M3),NGTL_Storage_Deliveries_Volume_(103M3)
6/14/2017,,,,15.2,16.72,12.16,18.84,21.62,13.27,312215.5,2982.3,3274.7,7634.1,123894.3,190940.5,68626,59009,52631.8,0,9816.3
6/15/2017,,,,14.84,18.89,6.74,18.6,21.48,12.85,314004.9,2872.6,3695.3,7760.1,121316.4,194431.5,68744.6,62895.7,51748,0,6057.7
6/16/2017,,,,12.38,15.71,5.73,18.34,21.24,12.53,318519.4,2964.2,4123,8556.1,119568.9,195387.6,70230,64053.4,50510.2,0,5217
6/17/2017,,,,12.61,14.97,7.88,17.97,20.88,12.16,325886.9,3041.5,3858.6,7695.3,129021.8,192566.6,70018.6,62886.3,50918.6,0,12390.1
6/18/2017,,,,9.92,13.04,3.68,17.48,20.39,11.66,328633.3,2988.4,4184.5,7312.4,131883.7,188284.8,68481,60002.3,51379.4,0,15976.4
6/19/2017,,,,19.96,23.19,13.49,17.3,20.21,11.46,332852.3,2598.2,4247.1,7815.7,146749.4,182130.5,62252.7,59659.7,51976.7,0,30768.9
6/20/2017,,,,20.52,21.84,17.87,17.19,20.07,11.43,331126.7,2601.3,3467.5,7599.2,147508.7,176862.5,58908.7,60731.9,49303.4,0,29038
6/21/2017,,,,18.66,20.41,15.17,16.98,19.81,11.31,342520.3,2811.2,3494.3,8235.9,150688.6,180205.1,60304.6,66324.5,45385.9,0,28620.3
6/22/2017,,,,18.12,18.73,16.91,16.97,19.77,11.37,344567.7,3068.4,3737.4,8275.8,166214.8,174512.5,60827.4,59963.4,45358.2,0,46028.8
6/23/2017,,,,23.26,25.73,18.32,17.27,20.01,11.8,341888.9,3037.3,3685.4,7105.3,160912.5,180711.5,61116.3,60221.6,50910.6,0,45170
6/24/2017,,,,18.05,19.03,16.09,17.3,19.94,12,344981.7,2918.5,3055.2,7857.2,159684.6,180880.7,61337.7,61030.5,50034.9,0,44938.8
6/25/2017,,,,19,20.9,15.19,17.15,19.78,11.89,338732.3,2976.3,3456.8,8083.6,159179.3,180285.8,62991,60537.3,48351.9,0,44034
6/26/2017,,,,17.75,19.38,14.49,17.1,19.73,11.83,333897.4,2691.9,3210.9,7941.7,151548.3,173325.7,56045,62235,46734.2,0,35546.6
6/27/2017,,,,16.68,18.92,12.19,16.97,19.6,11.69,341966.6,3013.1,3548.3,8088.1,153552.6,178304.5,59969.4,62150.8,47514.1,0,36783.5
6/28/2017,,,,17.8,19.23,14.95,16.84,19.44,11.65,341395.9,3089.4,3933.1,6906.5,150968.5,178086.9,60809.5,62356.3,46574.3,0,32005.3
6/29/2017,,,,19.82,22.17,15.1,16.8,19.4,11.61,340567.3,3077.6,3141,7018.8,155059.4,183306.5,61737.2,64397.4,48658.9,0,38195.9
6/30/2017,,,,20.13,21.95,16.5,16.78,19.3,11.76,338763.6,2997.6,4450.5,4919.1,162710.6,179569.6,57503.2,63051.9,50889.5,0,43952
7/1/2017,,,,18.6,19.7,16.38,16.83,19.31,11.87,336991.2,3072.4,2880.7,5921.5,157305.4,177860.7,60245.1,63212.8,46026.1,0,40795.8
7/2/2017,,,,20.14,21.71,17.01,16.98,19.38,12.19,339292.6,3036.2,3620.1,5543.4,158748.2,173993,57540.4,61869.3,45942.3,0,41963.1
7/3/2017,,,,19.27,20.9,16.02,17.04,19.45,12.22,342564.3,3025.8,3215.1,5726,160935.9,173072.9,56465.3,61526,46509.9,0,41574
7/4/2017,,,,23.75,26.38,18.48,17.39,19.79,12.59,336006.9,3053.8,3304.8,5621.4,163397.5,175625.9,59493.4,62039.5,45520.8,0,45005.9
7/5/2017,,,,24.96,28.34,18.18,17.64,19.96,13.01,334953.3,3066.8,2715.1,4542.8,148563.8,169482.4,59145.1,58952.6,42712.2,0,26955.3
7/6/2017,,,,21.17,23.42,16.67,17.73,20.06,13.08,330496,3774.1,1556.8,539.2,145707.5,163115.1,57522.6,57546.2,39503.3,0,21636
7/7/2017,,,,18.67,19.96,16.08,17.54,19.74,13.14,319552.1,4266.3,21.3,2746.2,145682.6,178900.4,61509.4,66051.5,42783,98.7,21746.3
7/8/2017,,,,18.99,22.24,12.48,17.53,19.71,13.16,329333.1,3557.3,0,5115.4,148447.7,174439.5,61063.4,64723.3,39851.2,0,23458.9
7/9/2017,,,,22.72,24.98,18.21,17.82,19.96,13.54,327786.8,2956.8,2208.9,5699,145713.5,179771.6,58978,64192.9,47466.9,0,20438.1
7/10/2017,,,,22.21,24.64,17.37,18.3,20.41,14.08,325472.8,3030.8,1843.6,6568.2,145463.9,176709.4,56614,64638.5,46473.9,0,18285.8
7/11/2017,,,,23.08,24.9,19.43,18.73,20.81,14.57,325201.1,3281,2039.1,6973.5,131764.8,175138.3,66147.3,55535.1,44618.7,0,9327.3
7/12/2017,,,,22.47,24.39,18.62,18.92,21.01,14.72,319597.9,2946.3,1964.5,4196,135772.9,179619.8,60974.3,61617.3,48982.7,0,13843
7/13/2017,,,,23.76,26.95,17.36,19.15,21.31,14.83,319813.8,2819.5,2724,3881.9,137061.4,185342.5,65783.9,63117.5,48039.6,0,15963.5
7/14/2017,,,,21.5,24.29,15.93,19.36,21.56,14.95,328775.5,2747.1,3047.2,4324.6,136859.9,184040.2,63256.6,66231.8,46437,0,13963.7
7/15/2017,,,,17.72,18.66,15.86,19.46,21.56,15.25,328444.9,2473.2,3523.6,5891,145703.3,186785.7,67802.2,63893.6,46652,0,25154.7
7/16/2017,,,,14.97,15.35,14.21,19.54,21.54,15.54,335978.9,2972,3614.1,6073.7,144038.4,190501.5,68065.2,65395.6,48676,0,19802.8
7/17/2017,,,,18.13,19.37,15.65,19.73,21.69,15.8,340871.9,2977.6,3974.2,8566.5,148822.7,185961.1,66693.7,62489,48666.5,0,20276.1
7/18/2017,,,,18.32,19.57,15.84,20.01,21.91,16.2,347211.1,2945,3649.7,9595.8,149598.2,184693.3,65041.5,64916.9,47166.1,0,18960.2
7/19/2017,,,,18.7,20,16.09,19.96,21.8,16.29,348499.6,2864.8,4160.1,9888.9,162567.8,187721.6,61936.3,67027,51093.4,0,34359.5
7/20/2017,,,,19.77,21.73,15.87,19.94,21.8,16.22,346588.9,2939.7,4346.9,10462.8,151850.2,190471,68101.4,66452.9,48281,0,26535.9
7/21/2017,,,,17.53,18.36,15.87,19.9,21.73,16.24,348991.5,3023.5,5687.9,10372.3,171849.4,183793.3,63698.7,64826.8,47717.7,0,45862.8
7/22/2017,,,,18.78,19.39,17.55,19.92,21.75,16.27,344286.3,2988.6,4062.2,7404.2,150073.6,178835.1,60894.7,64346,46123.6,0,22462.7
7/23/2017,,,,18.93,19.24,18.32,19.78,21.53,16.27,337649.6,3007.3,1191,10542.7,149001.6,178061.2,58365.3,65544,46058.1,0,17121.1
7/24/2017,,,,21.13,24.25,14.9,19.88,21.71,16.23,328247.4,2898.9,1477,10312.9,152305.4,180703.9,59424.7,68172.6,44173.8,0,16235.1
7/25/2017,,,,45.36,58.64,18.79,20.76,22.97,16.35,331899.5,2952.3,2368.1,8287.2,150456.2,182715.5,63396.2,65771.1,44549.2,0,17113.4
7/26/2017,,,,159.72,228.92,21.34,25.49,29.95,16.57,337967.1,2991.9,3307.4,7443.3,144625.5,177905.5,65339.5,62847.7,43080.5,0,14844.3
7/27/2017,,,,28.65,32.67,20.61,25.89,30.41,16.85,340651.5,2995.3,2561.4,8398.2,145828.4,181779.2,65911.1,66362.8,42475.3,0,15494.9
7/28/2017,,,,47.67,61.64,19.75,26.89,31.82,17.01,336965.5,3000.2,2996.4,7128.6,156100.4,178628.2,65170.5,60878.9,45574.9,0,21020.8
7/29/2017,,,,20.45,22.3,16.75,26.91,31.83,17.07,336969.6,3025.1,2784.3,7386.8,147157.1,187349.5,68789.6,67097.8,43910.2,0,17063.1
7/30/2017,,,,18.31,19.73,15.46,26.85,31.75,17.04,338205.7,3025,2840.9,7313.8,145352.2,185463.4,66430.6,65991.7,45553,0,15926.2
7/31/2017,,,,30.2,35.31,19.98,27.23,32.27,17.16,335070.5,2949.1,2773.3,9236.3,153214.6,184166.8,65506.2,66007.6,44830.4,0,17513.4
8/1/2017,,,,21.51,23.56,17.41,27.28,32.34,17.17,346872.7,2963.3,2823,10274.7,155275.9,190695.3,67527.5,67864.7,47756.9,0,22822.2
8/2/2017,,,,29.05,33.26,20.62,27.61,32.75,17.32,345985.5,2866.7,3373.6,9406.4,156842,186479,65425.9,65841.9,47661.1,0,24576.3
8/3/2017,,,,34.53,38.92,25.73,27.97,33.17,17.56,342987.6,2768.6,3328,9244.5,158254.7,181252,62297.9,63336.2,48082.5,0,28075.8
8/4/2017,,,,19.84,20.32,18.9,27.79,32.9,17.59,347285.2,2873.4,3401.9,8615.2,155354.1,188698.3,67446.6,64867.9,48829.9,0,28294.2
8/5/2017,,,,21.36,22.59,18.88,27.8,32.87,17.66,346253.2,2695.1,3413.5,9984.5,152973.2,188447,67785.5,64119.3,48975.1,0,26592.6
8/6/2017,,,,24.02,25.77,20.52,27.98,33.06,17.81,343012.9,2679.1,3387.7,9844.1,153025.9,186621.4,67944.2,64194.7,47032.8,0,25953.5
8/7/2017,,,,25.14,27.06,21.32,28.18,33.23,18.1,342889.1,2725.7,3385.2,10507,156190.5,185793.3,64488.5,65924.5,47934.5,0,28317.5
8/8/2017,,,,28.39,32.39,20.38,28.37,33.47,18.18,336340.4,1931.9,3288.8,10759.1,142617,183325.5,68014.8,61560.7,44560.7,0,13071.4
8/9/2017,,,,28.15,31.44,21.56,28.57,33.7,18.32,326822.9,1876.4,3384.7,10534.3,142327.7,181782.4,66582.4,61087.7,44768.2,0,10960.1
8/10/2017,,,,24.24,25.43,21.87,28.61,33.72,18.4,328981.7,2772.6,3039.8,10269.6,139815.9,174690.7,65124.9,56893.2,45119.6,0,9325.8
8/11/2017,,,,26.48,26.09,27.25,28.74,33.77,18.68,305809,2914.9,1084.5,5784.9,128584,174248.3,65826,54538.5,46546.4,0,3.1
8/12/2017,,,,28.01,28.68,26.66,28.89,33.83,18.99,288459.2,2775.6,914.1,5142.4,130996.2,172953.1,65654.3,55852.9,44319,0,4423.8
8/13/2017,,,,21.23,24.15,15.4,28.88,33.83,18.98,291264.7,2815.3,1565.2,5348.3,126637.5,171775,66263.7,53696.7,44718.2,0,9.1
8/14/2017,,,,25.96,26.24,25.41,29.15,34.08,19.3,296932.4,9669.4,1617,6238.8,129857.6,170330.7,65308.4,53118.3,44418.1,0,0
8/15/2017,,,,21.87,21.01,23.59,29.38,34.27,19.61,316775.5,25632.9,1630.7,7377.5,131767.4,164896.2,63892.4,49861.2,43859.9,0,0
8/16/2017,,,,18.75,19.48,17.3,29.4,34.27,19.66,302155.9,7571.9,3014.4,7695.9,129375.6,166264.5,64914.5,52849.1,41462.1,0,0
8/17/2017,,,,22.93,26.35,16.11,29.56,34.5,19.67,299381.7,2773.2,2528.7,6120.5,129500.1,166538.3,64928.2,59168.3,35486.4,0,2.3
8/18/2017,,,,17.41,17.92,16.39,29.51,34.43,19.68,299209.1,2724.2,1973,5253.3,131588.6,160756.3,66155.2,50918.8,36720.3,0,0
8/19/2017,,,,17.85,19.12,15.3,29.45,34.34,19.66,302000.4,2355,1108.8,5896,133289.5,162611.4,66298.4,52016.1,37366.7,0,0
8/20/2017,,,,18.77,19.23,17.85,29.49,34.37,19.73,300829.9,2401.1,1039.1,5222.9,132811.7,169819.1,65019.6,59383.2,38909.6,0,0.3
8/21/2017,,,,25.11,28.2,18.92,29.7,34.66,19.78,311364.3,15221.1,1089.6,5143.9,133351,170181.8,62460.9,59549.4,43272.1,0,0
8/22/2017,,,,51.18,67.3,18.93,30.78,36.27,19.8,320249.1,3677.7,1840.8,6368.8,133121.5,171990.1,63659.1,61076.6,42675.4,0,128.2
8/23/2017,,,,18.9,19.34,18.01,30.7,36.1,19.9,326234.7,2542.7,2731.6,6478.7,135803.7,175207.9,69262,61004.5,40459.2,0,4961.2
8/24/2017,,,,16.6,17.49,14.82,29.74,34.73,19.77,327289.9,2767.3,1339.5,5885,134863.1,181351.4,68643.5,62978,43745.4,0,3943
8/25/2017,,,,18.94,19.72,17.39,25.05,27.76,19.64,338531.5,2753.6,3174.1,7629.3,163176.5,175675,63988.4,61362.5,44720.8,0,29652.6
8/26/2017,,,,26.32,29.76,19.44,24.97,27.66,19.6,340815.8,2786.3,3374.3,10708.9,163096.9,174547.8,63329.2,62073,43379.3,0,29267
8/27/2017,,,,41.17,50.84,21.83,24.76,27.3,19.67,339081,2748.4,3204.2,10321.9,159599.5,175706.8,63258.9,62091.4,44646.2,0,25376.1
8/28/2017,,,,23.17,25.18,19.16,24.85,27.4,19.75,343661.4,2800.5,3854.3,10767.3,158124.9,177988.1,64421.5,62187.1,45547.6,0,24064.3
8/29/2017,,,,23.05,24.89,19.37,25,27.57,19.88,352227,8124.5,8066.6,10531.7,160576.6,180566.5,62169.7,63305.2,49077.8,0,27217.7
8/30/2017,,,,21.93,23.53,18.74,24.73,27.18,19.84,346128.7,2190.3,7962.2,10212.1,159052.7,180842.5,65622.1,61381.1,47821.2,0,25664.9
8/31/2017,,,,19.71,20.77,17.6,24.67,27.08,19.84,355500.6,1767.8,9257.7,10621.8,163888,188595.1,64435.6,62816.4,54566.8,0,27250.4
9/1/2017,,,,21.18,22.48,18.59,24.41,26.72,19.77,354197.6,2820.1,9950.2,10644.8,165623,193624,67698.5,65338.8,53746.2,0,31539.3
9/2/2017,,,,22.62,24.28,19.29,24.01,26.24,19.56,354122.5,6912.8,9291.8,10344.7,161096.1,191563.4,68869.7,65404.8,50495.5,0,28607.4
9/3/2017,,,,22.52,24.46,18.64,24.1,26.37,19.55,356249.7,6902.2,9258.3,10770.3,160185.9,193618.5,69066.9,65504.8,51643.7,0,27685.2
9/4/2017,,,,20.25,21.08,18.6,24.06,26.32,19.54,354233.1,6536,8979.5,10770.7,158183.9,191366,71044.1,65596.4,47435.8,0,26418.2
9/5/2017,,,,18.16,18.71,17.07,23.87,26.09,19.43,340376.3,2679.7,8668,10762.8,147306.9,187565.6,67820.3,64707.5,47644,0,15543.5
9/6/2017,,,,23.13,26.32,16.75,23.8,26.06,19.27,334249.6,2581.1,6754.7,10719.9,138549.2,182774.3,65865.7,65316.4,43249.9,0,8804.1
9/7/2017,,,,20.81,22.12,18.18,23.55,25.72,19.2,328798.3,2721.6,6118,6967.2,136220.1,180094.8,65502.8,64718.2,42236.4,0,7420.5
9/8/2017,,,,20.97,23.09,16.72,23.31,25.44,19.04,330602.4,2729.3,5505.9,6092.2,137262.7,181566.7,67073.5,64028,40639.3,0,7926.6
9/9/2017,,,,17.75,17.71,17.82,23.09,25.19,18.9,335782.9,2736.7,4137.5,9503.9,140364.6,189082.4,66156.1,62734.2,51685.9,0,14512.5
9/10/2017,,,,15.47,16.41,13.6,22.72,24.86,18.45,333084.2,2784.5,4014.8,9791.2,140545,189402.8,66749.4,61887.2,52363.2,0,14205.3
9/11/2017,,,,19.01,21.33,14.37,22.42,24.62,18.04,320158,2579.6,4854.7,8278.3,137294.7,182773.5,64486.4,61941.2,48110.6,0,14162.7
9/12/2017,,,,20.52,21.77,18.02,22.4,24.54,18.13,322304.5,2694.2,6499.1,6440.4,136609.8,190764.5,69550.7,62991.5,50092.8,0,11914.3
9/13/2017,,,,19.77,20.46,18.39,22.19,24.35,17.89,332095.9,2669.1,3763,10626.5,152262.3,190189.8,68327.9,62782.4,50133.4,793.1,23343.8
9/14/2017,,,,21.88,23.4,18.85,22.19,24.43,17.73,341929.2,6484.5,6722.7,10028.6,138934.4,191069.7,69201.7,64555.3,49276.1,0,10662.9
9/15/2017,,,,21.39,22.35,19.48,22.28,24.52,17.81,347893.8,7500.4,8767.4,9229.2,154021.5,192931.4,68828.8,65291.1,51030.7,0,24508.9
9/16/2017,,,,18.26,18.31,18.16,22.13,24.25,17.88,348425.1,3821.7,9129,10500,148891.8,194634.5,69594.3,65649.2,51486.5,0,22004.5
9/17/2017,,,,17.38,18.05,16.05,22.13,24.26,17.86,348290.1,3302.4,7973.3,8931.7,151194.8,193766.5,67723.2,66043.5,52313.5,0,24192.1
9/18/2017,,,,21.32,23.09,17.79,22.24,24.39,17.95,348865.3,4707.7,7155.3,7807.3,149651.8,193288.9,67944.3,64304,53029.9,0,22999.1
9/19/2017,,,,17.95,18.27,17.32,22.21,24.36,17.93,338236.7,3013.5,2546.8,10138.5,152502.7,191262.9,69085.3,58291.8,53811,719.5,23971.2
9/20/2017,,,,17.34,18.3,15.41,21.96,24.03,17.81,340135.6,4194.1,7953.8,9588.7,139214.2,193981,71398.9,62485.6,52575.3,0,6194.2
9/21/2017,,,,21.44,23.07,18.18,20.96,22.55,17.79,337484,5699,4567.3,10588.4,137927.2,190131.6,71325.1,63792.9,46922.8,0,1972.2
9/22/2017,,,,25.98,27.99,21.97,21.2,22.84,17.92,348236.4,5150.7,6391.7,9574.5,150508.5,187660.3,77712.5,68209.6,34145.8,0,14749.1
9/23/2017,,,,25.29,25.88,24.12,21.49,23.12,18.23,342619.9,2804,3673.5,8028.6,140796.2,185947.7,78400.2,67994.9,31815.2,0,9159.8
9/24/2017,,,,21.92,22.68,20.38,21.59,23.22,18.33,345511.6,2664,4650.1,10206.8,135897.8,192320.8,76882.4,64978.9,42513.2,0,7877.5
9/25/2017,,,,44.29,57.27,18.33,22.19,24.14,18.29,328350.5,2536.9,812.7,10632.4,136006.1,194129.7,75041.6,63096.7,46727.3,1421.2,10159.4
9/26/2017,,,,56.71,76.72,16.69,22.71,25,18.12,325154,2280,10465.7,183.9,144885.7,180178.2,76621,64036.4,31411,3.7,17393.6
9/27/2017,,,,21.55,23.01,18.63,22.65,24.93,18.1,329140.9,2306.7,10494.2,0,146099.6,168005,77508,62538.5,20177.8,0,18871.3
9/28/2017,,,,19.15,19.71,18.02,22.52,24.75,18.06,333742.4,2393.6,9705.2,0,133877.5,190913.3,74204.5,65549.8,43184.7,0,8802.1
9/29/2017,,,,16.55,17.63,14.38,22.34,24.56,17.91,328369.3,2318.8,6610,0,134711.4,193559.3,73559,63263.1,48664,0,11953
9/30/2017,,,,12.75,12.84,12.58,22.11,24.29,17.75,334587.4,2583.2,8258.1,1887.2,139653.8,191032.1,72090.5,64518.7,46103.1,0,11445.4
10/1/2017,,,,14.29,14.97,12.92,21.88,24.04,17.56,333417.4,2630.2,5358.5,8011.7,150965.7,184387.6,70646.9,62031.1,44245.8,0,16855.4
10/2/2017,,,,17.41,19.02,14.17,21.71,23.87,17.39,329763.3,2604.4,3300.9,10185.1,144674.5,186359.9,73813.5,58617.6,47168.1,0,6439.1
10/3/2017,,,,18.89,20.02,16.64,21.59,23.72,17.32,338593.3,2599.4,3242.4,10048.4,147726.6,177688.6,67811.6,60233.4,42593.8,0,13150.8
10/4/2017,,,,19.75,20.35,18.54,21.57,23.7,17.32,341133.3,2379.7,2916.6,10116.4,142891.9,193091,72725.9,60969.8,50368,0,8880.7
10/5/2017,,,,18.66,19.02,17.93,21.59,23.71,17.35,339278.5,2509.8,2592,7649.8,146160.7,195459.8,72711.9,62072,51031.2,0,16533.9
10/6/2017,,,,15.89,16.91,13.85,21.34,23.39,17.25,334748.8,2029.4,2130.2,7017.1,143434.7,192806.2,72570.5,64264.1,46794.6,0,13864.3
10/7/2017,,,,15.93,16.83,14.12,21.18,23.21,17.11,334541.2,1827.1,1509.8,4351.8,147405,192453.4,71888.8,64769.9,46496.1,0,9956
10/8/2017,,,,19.24,19.75,18.23,21.12,23.1,17.17,340854,1792.2,2662.4,4591.2,147457.8,189980,72453.4,64192.5,45732.9,0,7955.4
10/9/2017,,,,18.28,18.69,17.44,21.14,23.14,17.15,339129.5,1730.1,2434.7,4661.5,140218.5,181714,70844.4,56356.7,45695.2,0,3567.3
10/10/2017,,,,21.19,22.88,17.81,21.33,23.35,17.29,333537.5,1866.6,10.6,5488.7,148959.1,182951.7,71987.9,57339.6,44610.2,0,3759.7
10/11/2017,,,,21.72,23.03,19.1,21.42,23.41,17.45,336160.3,2222.9,0,9336.1,148669.4,177544.5,72612.8,53534.5,45680,0,237
10/12/2017,,,,24.38,26.12,20.88,21.55,23.55,17.55,350177.3,8954.1,0,10191.5,150460.6,182715.8,69732,60450.3,46729.6,0,172.7
10/13/2017,,,,31.13,35.73,21.93,21.93,24.06,17.66,345901.3,2839.7,0,9000.8,159651.4,187184.4,69633.9,64227.4,46568.3,0,8045.1
10/14/2017,,,,16.79,17.33,15.71,21.76,23.86,17.56,346770.5,2198.4,2349.2,7315,155562,184628.4,71412.3,60577.2,45070.8,0,9697.6
10/15/2017,,,,15.89,16.94,13.78,21.58,23.68,17.37,341534.2,1998.1,2226.1,6655.8,145148.9,184412.2,73259.3,57733.1,45804.5,0,7531.3
10/16/2017,,,,17.4,18.01,16.19,21.55,23.67,17.3,338329.7,1839.1,2522.7,6624.9,148923.3,182658.4,72145.1,56383.4,47031.7,0,12351.1
10/17/2017,,,,18.54,19.87,15.87,21.59,23.73,17.3,334459.1,1839.7,2717.8,8055.4,153174,177512.2,70776.4,55807.6,45144.4,0,13755.4
10/18/2017,,,,18.21,19.45,15.73,21.48,23.61,17.23,339363.6,1852.3,2252.9,6163.5,154776.5,183966.2,76832.7,54045.8,46093.4,0,12379.7
10/19/2017,,,,81.16,113.25,16.97,23.59,26.78,17.22,342494.9,1402.2,2691.8,7599.8,150947.3,181464.1,72418.9,54288.6,45273.4,0,8249.2
10/20/2017,,,,19.26,19.21,19.34,23.65,26.81,17.35,347780.7,1272.8,2527.7,8631.1,162677.3,185573.7,71994.7,57474.1,46841,0,12793.8
10/21/2017,,,,16.81,17.38,15.65,23.5,26.62,17.26,347851.1,1424.9,3198.3,8809.1,160533.3,181489.6,70825,54214.4,47332.1,0,11472.8
10/22/2017,,,,17.09,17.92,15.42,23.2,26.28,17.05,345787.9,1530,3274.7,7599.7,157181.6,186190.4,70429.1,58813.9,47701.8,0,10116.5
10/23/2017,,,,16.86,17.83,14.93,22.92,26.01,16.74,346143.6,1808.4,3981.6,10092.9,153836.9,183623.1,72977.1,56696.4,44756.2,0,8312.7
10/24/2017,,,,16.86,18.25,14.09,22.75,25.86,16.53,344903.5,1879.9,4833.4,9272.2,149680.5,183537.4,72787.3,59659.2,44298,0,7005.2
10/25/2017,,,,17.31,18.36,15.21,21.85,24.57,16.43,339849.8,2148.9,3518.7,7986.5,157518.4,186033.3,71721.3,59962.4,47124.5,0,5861.9
10/26/2017,,,,19.83,20.17,19.16,20.62,22.68,16.51,348146.5,1968.6,3480.6,9963.4,154320,186866.3,73144.8,59319.3,45108.9,0,4318.9
10/27/2017,,,,18.64,19.49,16.95,20.53,22.57,16.45,351184.1,1578.9,3475.4,10160.1,149234.1,185410.4,73941.6,58339.2,45537.3,0,6649.3
10/28/2017,,,,15.49,15.46,15.55,20.41,22.42,16.37,351756.8,1822.8,5559.6,10184.1,154193,187158.5,74703,58193.2,46695.9,0,9222.7
10/29/2017,,,,15.01,15.53,13.99,20.35,22.35,16.36,348310.4,2087,3644.2,10663.2,167481.4,184720.3,74178.9,55784.3,47300.7,0,9626
10/30/2017,,,,18.09,18.61,17.05,20.53,22.55,16.51,344945.2,1976.5,3534.8,10487.6,157148.5,185821.4,72440.6,59527.1,46378.5,0,3317.8
10/31/2017,,,,18.03,18.08,17.93,20.66,22.65,16.67,350827.2,3059.2,3240.8,10741,158732.3,187455.9,72883.6,62557.6,44587.6,0,868.2
11/1/2017,,,,27.52,33.11,16.34,20.99,23.12,16.75,363127.3,13918.5,3750.4,9854.6,169755,191850.5,82343.7,59947.8,42177.1,0,0
11/2/2017,,,,21.57,23.56,17.59,21.08,23.24,16.78,398034.2,56498.8,2017.5,8097.7,173866.1,202872.5,93268.8,57725.3,44619.9,0,0.3
11/3/2017,,,,23.42,25.57,19.12,21.21,23.41,16.8,379649.3,33622.9,4572.7,9512.5,178565.7,207117.2,90647,64115.4,43709.9,0,0
11/4/2017,,,,30.63,34.76,22.37,21.6,23.94,16.94,392028.1,36992,5660.9,9912.3,177002.6,199550.7,90733.3,59555.8,42229.2,0,0
11/5/2017,,,,25.42,27.31,22.05,21.92,24.28,17.22,380668.7,26534.8,4569.6,9931.8,176562.7,196161.4,88096,60257.5,40653.6,0,4.9
11/6/2017,,,,23.97,24.58,22.75,22.19,24.54,17.5,376837.4,24124.7,3687,10615.8,175009.2,198278.4,90357.4,60847.2,40271.6,0,0
11/7/2017,,,,21.3,23.21,17.48,22.26,24.66,17.48,397147,36861.3,4156.8,10636.9,175409.5,208141.1,94081.9,63370.2,43801.9,0,0
11/8/2017,,,,28.24,30.47,23.77,22.59,25.05,17.69,401346.4,41383.6,4173.8,10779.2,178863.3,215050.3,97482.6,63444.1,47309.1,0,0
11/9/2017,,,,22.38,23.87,19.41,22.63,25.08,17.74,403137.6,39787.9,4010.8,10745.8,181634.5,206285.9,94784.4,61411,43348.5,0,5965.4
11/10/2017,,,,21.7,23.77,17.55,22.63,25.11,17.69,398177.9,33791.1,4465.8,10699.2,176204.1,209970.7,99003.6,61258.6,42761.8,0,6262.3
11/11/2017,,,,20.79,21.59,19.19,22.51,24.95,17.64,393805,26878.4,4636.8,10535,169841.6,215597,101757.2,60711.4,45771.3,0,6008.2
11/12/2017,,,,20.62,21.7,18.47,22.16,24.49,17.52,384804.5,17763,4655.5,10187.2,169592.4,210016.6,96432.2,60743.8,45479.6,0,6597.8
11/13/2017,,,,21.87,23.69,18.23,22.33,24.7,17.6,370969,8639.4,5709.8,10059.8,174228.3,204426.1,91029.7,62338.9,43668.8,0,6487.7
11/14/2017,,,,23.29,26.6,16.68,22.58,25.02,17.7,365372.2,1117.2,6095.9,10034.8,178145.5,193040.1,90149.7,53566.9,42048.2,0,15.8
11/15/2017,,,,21.65,22.97,19.01,22.72,25.19,17.8,384838.7,19787.8,6098.4,10776,180361.2,196205.1,92075.4,54336.9,42488,0,5.3
11/16/2017,,,,22.77,24.41,19.5,22.86,25.34,17.92,392032.8,29516.2,6182.8,10784.6,182973,196373.1,93199.5,52886.5,42896,0,0
11/17/2017,,,,29.24,34.06,19.61,23.23,25.82,18.05,390072.4,26323.5,5770.4,10769.9,183096.7,198176.9,92146.7,56608.1,42158,0,3.9
11/18/2017,,,,25.28,26.71,22.42,21.36,22.94,18.23,385115.7,19652.8,5707.9,10766,168780.7,205986.4,93932.2,62376.2,42521.6,0,0
11/19/2017,,,,26.72,28.35,23.47,21.61,23.24,18.36,375809.9,14175.3,5899.6,10230.3,166762,202877.7,91312.9,63089.8,41437.1,0,0
11/20/2017,,,,83.83,113.08,25.34,23.85,26.43,18.69,378217.7,21713.8,6045.3,10199,184120,201618.4,90094.8,63247.9,41416.6,0,0
11/21/2017,,,,26.89,25.7,29.28,24.17,26.69,19.15,409414.7,50178.6,5990.8,10122.7,180324.9,202507.4,91619.9,61196.3,42768.9,0,0
11/22/2017,,,,24.85,27.42,19.71,24.44,27.01,19.31,376332.5,14834.5,4282.2,10088.3,164660.3,202468.6,89897.8,63353.1,41972.2,0,0
