Date,Open,High,Low,Close,Adj Close,Volume
11/17/2017," 15,962.10 "," 16,006.40 "," 15,960.80 "," 15,998.60 "," 15,998.60 "," 169,091,400.00 "
11/20/2017," 15,988.80 "," 16,035.30 "," 15,986.00 "," 16,004.40 "," 16,004.40 "," 154,502,800.00 "
11/21/2017," 16,036.80 "," 16,105.90 "," 16,035.60 "," 16,076.70 "," 16,076.70 "," 156,331,300.00 "
11/22/2017," 16,100.50 "," 16,126.00 "," 16,059.20 "," 16,073.60 "," 16,073.60 "," 150,764,100.00 "
11/23/2017," 16,077.60 "," 16,101.10 "," 16,068.20 "," 16,074.30 "," 16,074.30 "," 49,979,100.00 "
11/24/2017," 16,103.40 "," 16,126.00 "," 16,091.70 "," 16,108.10 "," 16,108.10 "," 99,351,700.00 "
11/27/2017," 16,110.60 "," 16,110.60 "," 16,032.30 "," 16,042.10 "," 16,042.10 "," 135,241,000.00 "
11/28/2017," 16,064.20 "," 16,086.00 "," 16,019.40 "," 16,029.60 "," 16,029.60 "," 153,985,000.00 "
11/29/2017," 16,046.40 "," 16,046.40 "," 15,926.60 "," 15,967.70 "," 15,967.70 "," 169,842,300.00 "
11/30/2017," 16,004.90 "," 16,101.20 "," 16,004.90 "," 16,067.50 "," 16,067.50 "," 440,676,100.00 "
12/1/2017," 16,058.20 "," 16,102.80 "," 15,963.00 "," 16,039.00 "," 16,039.00 "," 220,633,900.00 "
12/4/2017," 16,069.40 "," 16,092.10 "," 15,966.00 "," 15,969.00 "," 15,969.00 "," 172,661,600.00 "
12/5/2017," 15,953.90 "," 15,973.80 "," 15,908.40 "," 15,915.70 "," 15,915.70 "," 173,448,300.00 "
12/6/2017," 15,870.50 "," 15,992.20 "," 15,853.10 "," 15,908.80 "," 15,908.80 "," 180,013,600.00 "
12/7/2017," 15,921.10 "," 16,016.40 "," 15,921.10 "," 16,015.70 "," 16,015.70 "," 168,828,300.00 "
12/8/2017," 16,048.30 "," 16,113.30 "," 16,047.30 "," 16,096.10 "," 16,096.10 "," 149,423,200.00 "
12/11/2017," 16,096.00 "," 16,124.80 "," 16,073.10 "," 16,103.50 "," 16,103.50 "," 150,667,200.00 "
12/12/2017," 16,121.80 "," 16,142.80 "," 16,111.40 "," 16,114.00 "," 16,114.00 "," 192,679,800.00 "
12/13/2017," 16,135.40 "," 16,187.90 "," 16,131.60 "," 16,136.60 "," 16,136.60 "," 211,583,300.00 "
12/14/2017," 16,124.40 "," 16,161.50 "," 16,008.50 "," 16,016.50 "," 16,016.50 "," 187,146,500.00 "
12/15/2017," 16,035.60 "," 16,104.60 "," 16,035.60 "," 16,042.00 "," 16,042.00 "," 414,094,100.00 "
12/18/2017," 16,107.80 "," 16,200.80 "," 16,099.60 "," 16,131.60 "," 16,131.60 "," 172,506,500.00 "
12/19/2017," 16,172.10 "," 16,199.30 "," 16,133.40 "," 16,133.40 "," 16,133.40 "," 191,021,900.00 "
12/20/2017," 16,163.90 "," 16,173.40 "," 16,099.70 "," 16,159.70 "," 16,159.70 "," 178,794,500.00 "
12/21/2017," 16,139.00 "," 16,195.50 "," 16,111.60 "," 16,182.60 "," 16,182.60 "," 159,267,100.00 "
12/22/2017," 16,180.50 "," 16,197.00 "," 16,147.10 "," 16,165.30 "," 16,165.30 "," 133,173,500.00 "
12/27/2017," 16,180.40 "," 16,207.50 "," 16,163.50 "," 16,203.10 "," 16,203.10 "," 131,755,400.00 "
12/28/2017," 16,185.50 "," 16,222.00 "," 16,131.80 "," 16,222.00 "," 16,222.00 "," 133,908,700.00 "
12/29/2017," 16,232.20 "," 16,232.20 "," 16,162.30 "," 16,209.10 "," 16,209.10 "," 179,568,700.00 "
1/2/2018," 16,213.40 "," 16,310.00 "," 16,181.00 "," 16,310.00 "," 16,310.00 "," 157,073,400.00 "
1/3/2018," 16,336.70 "," 16,386.30 "," 16,322.60 "," 16,371.60 "," 16,371.60 "," 196,865,400.00 "
1/4/2018," 16,385.40 "," 16,421.40 "," 16,344.90 "," 16,412.90 "," 16,412.90 "," 195,975,200.00 "
1/5/2018," 16,362.60 "," 16,370.30 "," 16,309.90 "," 16,349.40 "," 16,349.40 "," 160,313,100.00 "
1/8/2018," 16,355.40 "," 16,373.50 "," 16,297.90 "," 16,317.70 "," 16,317.70 "," 166,095,400.00 "
1/9/2018," 16,351.40 "," 16,358.20 "," 16,309.80 "," 16,319.20 "," 16,319.20 "," 236,911,700.00 "
1/10/2018," 16,314.20 "," 16,341.10 "," 16,229.30 "," 16,248.00 "," 16,248.00 "," 243,953,300.00 "
1/11/2018," 16,276.20 "," 16,301.40 "," 16,244.90 "," 16,286.90 "," 16,286.90 "," 231,161,200.00 "
1/12/2018," 16,296.10 "," 16,323.50 "," 16,278.10 "," 16,308.20 "," 16,308.20 "," 242,891,100.00 "
1/15/2018," 16,321.80 "," 16,384.50 "," 16,313.50 "," 16,371.80 "," 16,371.80 "," 123,891,500.00 "
1/16/2018," 16,368.60 "," 16,373.30 "," 16,270.90 "," 16,298.90 "," 16,298.90 "," 246,627,400.00 "
1/17/2018," 16,320.80 "," 16,358.20 "," 16,277.60 "," 16,326.70 "," 16,326.70 "," 221,463,200.00 "
1/18/2018," 16,339.80 "," 16,344.10 "," 16,270.60 "," 16,284.50 "," 16,284.50 "," 212,308,100.00 "
1/19/2018," 16,311.30 "," 16,364.30 "," 16,288.40 "," 16,353.50 "," 16,353.50 "," 201,143,600.00 "
1/22/2018," 16,348.90 "," 16,360.50 "," 16,303.40 "," 16,348.00 "," 16,348.00 "," 205,285,200.00 "
1/23/2018," 16,342.00 "," 16,383.80 "," 16,252.40 "," 16,357.60 "," 16,357.60 "," 234,085,600.00 "
1/24/2018," 16,360.80 "," 16,365.00 "," 16,238.40 "," 16,284.20 "," 16,284.20 "," 245,792,400.00 "
1/25/2018," 16,309.40 "," 16,315.10 "," 16,194.30 "," 16,204.00 "," 16,204.00 "," 234,944,000.00 "
1/26/2018," 16,227.20 "," 16,239.70 "," 16,180.70 "," 16,239.20 "," 16,239.20 "," 202,112,800.00 "
1/29/2018," 16,195.70 "," 16,195.70 "," 16,090.70 "," 16,094.70 "," 16,094.70 "," 200,161,400.00 "
1/30/2018," 16,030.20 "," 16,054.50 "," 15,947.10 "," 15,955.50 "," 15,955.50 "," 227,045,000.00 "
1/31/2018," 15,956.10 "," 15,979.90 "," 15,898.70 "," 15,951.70 "," 15,951.70 "," 249,790,300.00 "
2/1/2018," 15,920.00 "," 15,922.60 "," 15,818.00 "," 15,860.90 "," 15,860.90 "," 224,854,400.00 "
2/2/2018," 15,780.50 "," 15,783.00 "," 15,600.90 "," 15,606.00 "," 15,606.00 "," 233,251,100.00 "
2/5/2018," 15,490.10 "," 15,584.10 "," 15,284.40 "," 15,334.80 "," 15,334.80 "," 264,583,100.00 "
2/6/2018," 15,112.30 "," 15,401.80 "," 14,945.80 "," 15,363.90 "," 15,363.90 "," 289,213,400.00 "
2/7/2018," 15,365.40 "," 15,421.20 "," 15,325.70 "," 15,330.60 "," 15,330.60 "," 243,344,100.00 "
2/8/2018," 15,335.10 "," 15,359.50 "," 15,065.60 "," 15,065.60 "," 15,065.60 "," 256,435,100.00 "
2/9/2018," 15,087.60 "," 15,110.90 "," 14,785.80 "," 15,034.50 "," 15,034.50 "," 290,429,600.00 "
2/12/2018," 15,148.10 "," 15,292.50 "," 15,114.00 "," 15,241.90 "," 15,241.90 "," 254,215,800.00 "
2/13/2018," 15,206.20 "," 15,250.00 "," 15,147.00 "," 15,216.50 "," 15,216.50 "," 219,326,700.00 "
2/14/2018," 15,143.80 "," 15,391.10 "," 15,120.80 "," 15,328.30 "," 15,328.30 "," 286,177,400.00 "
2/15/2018," 15,438.40 "," 15,445.80 "," 15,276.60 "," 15,407.70 "," 15,407.70 "," 248,749,100.00 "
2/16/2018," 15,424.60 "," 15,500.80 "," 15,404.20 "," 15,452.60 "," 15,452.60 "," 215,288,300.00 "
2/20/2018," 15,427.20 "," 15,499.00 "," 15,414.60 "," 15,439.40 "," 15,439.40 "," 191,939,900.00 "
2/21/2018," 15,472.90 "," 15,625.60 "," 15,472.90 "," 15,524.00 "," 15,524.00 "," 221,868,900.00 "
2/22/2018," 15,588.90 "," 15,638.00 "," 15,493.60 "," 15,508.20 "," 15,508.20 "," 208,979,300.00 "
2/23/2018," 15,560.20 "," 15,641.10 "," 15,533.30 "," 15,638.50 "," 15,638.50 "," 163,631,100.00 "
2/26/2018," 15,701.10 "," 15,735.20 "," 15,652.20 "," 15,714.70 "," 15,714.70 "," 172,844,500.00 "
2/27/2018," 15,703.70 "," 15,766.50 "," 15,655.50 "," 15,671.20 "," 15,671.20 "," 195,624,400.00 "
2/28/2018," 15,723.60 "," 15,726.10 "," 15,442.00 "," 15,442.70 "," 15,442.70 "," 268,253,000.00 "
3/1/2018," 15,452.70 "," 15,455.90 "," 15,313.90 "," 15,394.00 "," 15,394.00 "," 234,929,600.00 "
3/2/2018," 15,314.60 "," 15,404.90 "," 15,286.60 "," 15,384.60 "," 15,384.60 "," 218,609,500.00 "
3/5/2018," 15,340.20 "," 15,559.20 "," 15,334.70 "," 15,541.30 "," 15,541.30 "," 20,663,500.00 "
3/6/2018," 15,568.90 "," 15,591.00 "," 15,503.80 "," 15,545.20 "," 15,545.20 "," 220,908,900.00 "
3/7/2018," 15,487.20 "," 15,611.90 "," 15,471.60 "," 15,472.60 "," 15,472.60 "," 183,071,700.00 "
3/8/2018," 15,511.10 "," 15,552.70 "," 15,477.80 "," 15,538.70 "," 15,538.70 "," 173,265,200.00 "
3/9/2018," 15,581.00 "," 15,598.80 "," 15,503.00 "," 15,577.80 "," 15,577.80 "," 163,811,300.00 "
3/12/2018," 15,579.60 "," 15,628.10 "," 15,549.00 "," 15,604.80 "," 15,604.80 "," 152,231,100.00 "
3/13/2018," 15,661.50 "," 15,709.40 "," 15,628.80 "," 15,647.10 "," 15,647.10 "," 158,921,500.00 "
3/14/2018," 15,696.60 "," 15,712.60 "," 15,619.70 "," 15,653.60 "," 15,653.60 "," 167,702,100.00 "
3/15/2018," 15,687.90 "," 15,735.30 "," 15,642.40 "," 15,670.60 "," 15,670.60 "," 186,611,800.00 "
3/16/2018," 15,694.30 "," 15,791.20 "," 15,694.30 "," 15,711.30 "," 15,711.30 "," 478,268,800.00 "
3/19/2018," 15,693.10 "," 15,693.10 "," 15,540.90 "," 15,589.40 "," 15,589.40 "," 175,993,800.00 "
3/20/2018," 15,608.80 "," 15,642.50 "," 15,593.10 "," 15,616.40 "," 15,616.40 "," 215,898,400.00 "
3/21/2018," 15,593.90 "," 15,741.50 "," 15,580.60 "," 15,675.30 "," 15,675.30 "," 261,388,100.00 "
3/22/2018," 15,563.50 "," 15,570.90 "," 15,387.10 "," 15,399.90 "," 15,399.90 "," 230,352,600.00 "
3/23/2018," 15,415.40 "," 15,455.60 "," 15,203.90 "," 15,223.70 "," 15,223.70 "," 213,911,900.00 "
3/26/2018," 15,334.20 "," 15,356.90 "," 15,211.40 "," 15,298.60 "," 15,298.60 "," 213,984,100.00 "
3/27/2018," 15,307.80 "," 15,367.50 "," 15,171.80 "," 15,216.20 "," 15,216.20 "," 212,058,200.00 "
3/28/2018," 15,198.70 "," 15,232.00 "," 15,150.50 "," 15,169.90 "," 15,169.90 "," 214,705,000.00 "
3/29/2018," 15,224.30 "," 15,390.80 "," 15,204.00 "," 15,367.30 "," 15,367.30 "," 227,294,100.00 "
4/2/2018," 15,351.20 "," 15,351.20 "," 15,157.30 "," 15,213.50 "," 15,213.50 "," 166,742,600.00 "
4/3/2018," 15,215.10 "," 15,228.00 "," 15,104.20 "," 15,180.80 "," 15,180.80 "," 199,121,700.00 "
4/4/2018," 15,050.90 "," 15,180.10 "," 14,991.20 "," 15,164.40 "," 15,164.40 "," 227,789,600.00 "
4/5/2018," 15,194.60 "," 15,371.40 "," 15,187.20 "," 15,356.10 "," 15,356.10 "," 214,608,900.00 "
4/6/2018," 15,294.80 "," 15,367.10 "," 15,160.60 "," 15,207.40 "," 15,207.40 "," 200,467,100.00 "
4/9/2018," 15,268.40 "," 15,320.50 "," 15,216.00 "," 15,227.70 "," 15,227.70 "," 174,468,400.00 "
4/10/2018," 15,339.80 "," 15,339.80 "," 15,252.80 "," 15,262.10 "," 15,262.10 "," 212,896,000.00 "
4/11/2018," 15,234.40 "," 15,318.90 "," 15,231.80 "," 15,257.90 "," 15,257.90 "," 229,950,600.00 "
4/12/2018," 15,288.60 "," 15,313.60 "," 15,259.00 "," 15,269.30 "," 15,269.30 "," 160,611,500.00 "
4/13/2018," 15,337.30 "," 15,349.60 "," 15,254.90 "," 15,274.00 "," 15,274.00 "," 190,227,600.00 "
4/16/2018," 15,298.80 "," 15,326.10 "," 15,266.90 "," 15,300.40 "," 15,300.40 "," 188,529,800.00 "
4/17/2018," 15,336.40 "," 15,404.50 "," 15,325.00 "," 15,353.30 "," 15,353.30 "," 167,451,700.00 "
4/18/2018," 15,422.90 "," 15,576.70 "," 15,422.90 "," 15,530.00 "," 15,530.00 "," 230,935,400.00 "
4/19/2018," 15,542.60 "," 15,559.40 "," 15,434.40 "," 15,454.40 "," 15,454.40 "," 191,719,900.00 "
4/20/2018," 15,470.30 "," 15,501.10 "," 15,442.40 "," 15,484.30 "," 15,484.30 "," 170,639,000.00 "
4/23/2018," 15,503.40 "," 15,582.30 "," 15,495.90 "," 15,552.10 "," 15,552.10 "," 202,793,400.00 "
4/24/2018," 15,585.00 "," 15,589.20 "," 15,430.60 "," 15,477.00 "," 15,477.00 "," 202,523,700.00 "
4/25/2018," 15,470.60 "," 15,538.50 "," 15,443.40 "," 15,509.80 "," 15,509.80 "," 189,569,500.00 "
4/26/2018," 15,557.60 "," 15,658.80 "," 15,526.40 "," 15,637.60 "," 15,637.60 "," 208,957,600.00 "
4/27/2018," 15,649.80 "," 15,682.30 "," 15,631.90 "," 15,668.90 "," 15,668.90 "," 111,784,200.00 "
4/30/2018," 15,676.80 "," 15,702.60 "," 15,607.90 "," 15,607.90 "," 15,607.90 "," 202,543,600.00 "
5/1/2018," 15,592.50 "," 15,628.00 "," 15,550.10 "," 15,618.90 "," 15,618.90 "," 166,611,100.00 "
5/2/2018," 15,634.30 "," 15,681.50 "," 15,620.90 "," 15,627.90 "," 15,627.90 "," 208,381,100.00 "
5/3/2018," 15,633.10 "," 15,644.90 "," 15,548.70 "," 15,621.50 "," 15,621.50 "," 234,870,100.00 "
5/4/2018," 15,602.60 "," 15,752.50 "," 15,600.20 "," 15,729.40 "," 15,729.40 "," 180,930,100.00 "
5/7/2018," 15,759.70 "," 15,848.40 "," 15,759.70 "," 15,808.60 "," 15,808.60 "," 204,416,700.00 "
5/8/2018," 15,815.60 "," 15,842.70 "," 15,771.90 "," 15,842.70 "," 15,842.70 "," 239,405,500.00 "
5/9/2018," 15,902.60 "," 15,910.80 "," 15,828.20 "," 15,910.80 "," 15,910.80 "," 249,620,000.00 "
5/10/2018," 15,929.40 "," 16,000.20 "," 15,910.10 "," 15,959.50 "," 15,959.50 "," 230,424,900.00 "
5/11/2018," 15,998.10 "," 16,030.40 "," 15,975.90 "," 15,983.30 "," 15,983.30 "," 196,733,700.00 "
5/14/2018," 16,023.90 "," 16,101.60 "," 16,016.90 "," 16,085.60 "," 16,085.60 "," 226,311,000.00 "
5/15/2018," 16,097.80 "," 16,132.10 "," 16,053.30 "," 16,097.80 "," 16,097.80 "," 224,440,500.00 "
5/16/2018," 16,105.80 "," 16,120.30 "," 16,067.20 "," 16,108.10 "," 16,108.10 "," 201,996,900.00 "
5/17/2018," 16,125.30 "," 16,179.50 "," 16,117.50 "," 16,143.60 "," 16,143.60 "," 208,702,800.00 "
5/18/2018," 16,151.30 "," 16,168.20 "," 16,108.00 "," 16,162.30 "," 16,162.30 "," 181,368,400.00 "
5/22/2018," 16,179.30 "," 16,238.80 "," 16,139.80 "," 16,144.80 "," 16,144.80 "," 231,832,700.00 "
5/23/2018," 16,084.10 "," 16,151.90 "," 16,072.40 "," 16,133.80 "," 16,133.80 "," 195,487,800.00 "
5/24/2018," 16,147.60 "," 16,171.50 "," 16,086.00 "," 16,113.60 "," 16,113.60 "," 204,773,800.00 "
5/25/2018," 16,085.00 "," 16,148.20 "," 16,059.70 "," 16,075.70 "," 16,075.70 "," 182,237,200.00 "
5/28/2018," 16,059.40 "," 16,089.30 "," 16,001.90 "," 16,016.10 "," 16,016.10 "," 83,342,500.00 "
5/29/2018," 15,958.50 "," 16,013.60 "," 15,884.30 "," 15,922.60 "," 15,922.60 "," 196,780,200.00 "
5/30/2018," 15,964.20 "," 16,048.90 "," 15,938.60 "," 16,048.70 "," 16,048.70 "," 187,813,200.00 "
5/31/2018," 16,013.50 "," 16,064.40 "," 15,979.60 "," 16,061.50 "," 16,061.50 "," 288,780,000.00 "
6/1/2018," 16,075.80 "," 16,095.20 "," 16,040.50 "," 16,043.50 "," 16,043.50 "," 181,961,200.00 "
6/4/2018," 16,064.90 "," 16,121.20 "," 16,038.00 "," 16,052.20 "," 16,052.20 "," 172,744,300.00 "
6/5/2018," 16,100.90 "," 16,176.20 "," 16,080.00 "," 16,122.30 "," 16,122.30 "," 188,418,400.00 "
6/6/2018," 16,128.80 "," 16,183.90 "," 16,072.40 "," 16,183.90 "," 16,183.90 "," 185,476,800.00 "
6/7/2018," 16,201.00 "," 16,249.20 "," 16,149.40 "," 16,192.80 "," 16,192.80 "," 202,165,900.00 "
6/8/2018," 16,179.90 "," 16,202.70 "," 16,142.20 "," 16,202.70 "," 16,202.70 "," 171,122,400.00 "
6/11/2018," 16,229.20 "," 16,294.80 "," 16,220.50 "," 16,263.30 "," 16,263.30 "," 169,658,600.00 "
6/12/2018," 16,275.80 "," 16,290.80 "," 16,240.60 "," 16,289.00 "," 16,289.00 "," 176,743,900.00 "
6/13/2018," 16,299.90 "," 16,321.00 "," 16,259.00 "," 16,265.80 "," 16,265.80 "," 168,594,800.00 "
6/14/2018," 16,308.00 "," 16,351.60 "," 16,254.00 "," 16,329.00 "," 16,329.00 "," 166,514,200.00 "
6/15/2018," 16,309.30 "," 16,329.90 "," 16,257.30 "," 16,314.40 "," 16,314.40 "," 448,100,700.00 "
6/18/2018," 16,275.50 "," 16,389.30 "," 16,253.30 "," 16,383.60 "," 16,383.60 "," 203,500,400.00 "
6/19/2018," 16,291.70 "," 16,351.90 "," 16,264.60 "," 16,316.50 "," 16,316.50 "," 195,318,600.00 "
6/20/2018," 16,388.50 "," 16,444.50 "," 16,374.70 "," 16,421.00 "," 16,421.00 "," 214,355,600.00 "
6/21/2018," 16,401.40 "," 16,412.30 "," 16,323.20 "," 16,335.20 "," 16,335.20 "," 196,887,700.00 "
6/22/2018," 16,457.30 "," 16,489.50 "," 16,438.10 "," 16,450.10 "," 16,450.10 "," 230,346,100.00 "
6/25/2018," 16,381.50 "," 16,384.80 "," 16,165.60 "," 16,184.00 "," 16,184.00 "," 255,366,700.00 "
6/26/2018," 16,239.00 "," 16,347.50 "," 16,199.80 "," 16,280.10 "," 16,280.10 "," 249,086,000.00 "
6/27/2018," 16,320.60 "," 16,344.40 "," 16,218.00 "," 16,231.30 "," 16,231.30 "," 233,945,300.00 "
6/28/2018," 16,163.60 "," 16,218.00 "," 16,112.60 "," 16,179.90 "," 16,179.90 "," 212,392,300.00 "
6/29/2018," 16,230.00 "," 16,304.30 "," 16,230.00 "," 16,277.70 "," 16,277.70 "," 215,940,200.00 "
7/3/2018," 16,332.40 "," 16,346.10 "," 16,227.30 "," 16,263.20 "," 16,263.20 "," 167,706,400.00 "
7/4/2018," 16,272.40 "," 16,330.70 "," 16,260.30 "," 16,304.70 "," 16,304.70 "," 63,098,400.00 "
7/5/2018," 16,326.90 "," 16,330.90 "," 16,235.60 "," 16,266.60 "," 16,266.60 "," 169,774,100.00 "
7/6/2018," 16,242.40 "," 16,378.60 "," 16,230.30 "," 16,371.80 "," 16,371.80 "," 141,594,800.00 "
7/9/2018," 16,402.70 "," 16,460.50 "," 16,382.30 "," 16,452.30 "," 16,452.30 "," 149,277,900.00 "
7/10/2018," 16,481.30 "," 16,553.80 "," 16,481.30 "," 16,548.70 "," 16,548.70 "," 179,453,700.00 "
7/11/2018," 16,448.90 "," 16,464.00 "," 16,390.10 "," 16,417.30 "," 16,417.30 "," 223,771,000.00 "
7/12/2018," 16,490.20 "," 16,577.10 "," 16,449.10 "," 16,567.40 "," 16,567.40 "," 168,849,100.00 "
7/13/2018," 16,560.90 "," 16,586.50 "," 16,539.20 "," 16,561.10 "," 16,561.10 "," 140,905,500.00 "
7/16/2018," 16,531.10 "," 16,531.10 "," 16,467.80 "," 16,494.70 "," 16,494.70 "," 152,593,700.00 "
7/17/2018," 16,462.20 "," 16,546.30 "," 16,445.20 "," 16,519.20 "," 16,519.20 "," 164,404,500.00 "
7/18/2018," 16,547.90 "," 16,557.40 "," 16,477.40 "," 16,477.40 "," 16,477.40 "," 182,820,700.00 "
7/19/2018," 16,463.00 "," 16,564.40 "," 16,463.00 "," 16,543.00 "," 16,543.00 "," 179,816,500.00 "
7/20/2018," 16,491.90 "," 16,498.60 "," 16,424.80 "," 16,435.50 "," 16,435.50 "," 175,726,000.00 "
7/23/2018," 16,444.50 "," 16,444.50 "," 16,389.40 "," 16,420.80 "," 16,420.80 "," 154,956,300.00 "
7/24/2018," 16,460.30 "," 16,512.30 "," 16,390.10 "," 16,390.10 "," 16,390.10 "," 178,751,900.00 "
7/25/2018," 16,366.50 "," 16,421.90 "," 16,351.00 "," 16,420.80 "," 16,420.80 "," 158,513,300.00 "
7/26/2018," 16,387.60 "," 16,480.60 "," 16,364.30 "," 16,455.70 "," 16,455.70 "," 185,503,900.00 "
7/27/2018," 16,465.40 "," 16,489.10 "," 16,361.30 "," 16,394.00 "," 16,394.00 "," 213,660,700.00 "
7/30/2018," 16,443.00 "," 16,443.00 "," 16,340.50 "," 16,345.50 "," 16,345.50 "," 143,937,900.00 "
7/31/2018," 16,358.60 "," 16,434.00 "," 16,324.70 "," 16,434.00 "," 16,434.00 "," 218,906,200.00 "
8/1/2018," 16,383.80 "," 16,432.20 "," 16,328.60 "," 16,376.80 "," 16,376.80 "," 183,217,000.00 "
8/2/2018," 16,322.00 "," 16,418.80 "," 16,266.60 "," 16,409.20 "," 16,409.20 "," 177,619,800.00 "
8/3/2018," 16,390.90 "," 16,429.10 "," 16,369.80 "," 16,420.20 "," 16,420.20 "," 169,210,300.00 "
8/7/2018," 16,491.60 "," 16,494.10 "," 16,281.00 "," 16,286.30 "," 16,286.30 "," 247,971,400.00 "
8/8/2018," 16,302.10 "," 16,325.10 "," 16,235.60 "," 16,315.10 "," 16,315.10 "," 173,124,600.00 "
8/9/2018," 16,327.10 "," 16,430.90 "," 16,326.90 "," 16,417.00 "," 16,417.00 "," 178,858,400.00 "
8/10/2018," 16,353.50 "," 16,362.50 "," 16,281.80 "," 16,326.50 "," 16,326.50 "," 181,112,000.00 "
8/13/2018," 16,318.30 "," 16,371.90 "," 16,239.70 "," 16,250.80 "," 16,250.80 "," 169,202,400.00 "
8/14/2018," 16,296.10 "," 16,342.00 "," 16,250.60 "," 16,330.70 "," 16,330.70 "," 187,168,600.00 "
8/15/2018," 16,260.30 "," 16,260.30 "," 16,075.30 "," 16,148.50 "," 16,148.50 "," 284,164,600.00 "
8/16/2018," 16,226.40 "," 16,287.70 "," 16,214.80 "," 16,225.70 "," 16,225.70 "," 199,689,700.00 "
8/17/2018," 16,219.60 "," 16,336.90 "," 16,194.90 "," 16,323.70 "," 16,323.70 "," 173,991,100.00 "
8/20/2018," 16,332.10 "," 16,370.90 "," 16,317.40 "," 16,331.00 "," 16,331.00 "," 208,751,900.00 "
8/21/2018," 16,340.30 "," 16,398.60 "," 16,296.40 "," 16,297.00 "," 16,297.00 "," 219,442,800.00 "
8/22/2018," 16,322.80 "," 16,397.10 "," 16,322.80 "," 16,347.30 "," 16,347.30 "," 200,198,300.00 "
8/23/2018," 16,336.20 "," 16,358.60 "," 16,309.20 "," 16,326.80 "," 16,326.80 "," 171,141,500.00 "
8/24/2018," 16,382.80 "," 16,400.90 "," 16,331.50 "," 16,356.10 "," 16,356.10 "," 211,605,900.00 "
8/27/2018," 16,416.10 "," 16,475.30 "," 16,416.10 "," 16,444.40 "," 16,444.40 "," 213,875,400.00 "
8/28/2018," 16,464.90 "," 16,464.90 "," 16,328.90 "," 16,355.50 "," 16,355.50 "," 198,610,200.00 "
8/29/2018," 16,380.60 "," 16,432.90 "," 16,339.10 "," 16,390.30 "," 16,390.30 "," 180,128,300.00 "
8/30/2018," 16,375.30 "," 16,439.20 "," 16,349.60 "," 16,371.60 "," 16,371.60 "," 216,595,200.00 "
8/31/2018," 16,361.20 "," 16,390.40 "," 16,252.40 "," 16,262.90 "," 16,262.90 "," 217,160,800.00 "
9/4/2018," 16,276.30 "," 16,276.30 "," 16,152.20 "," 16,161.30 "," 16,161.30 "," 239,502,100.00 "
9/5/2018," 16,144.60 "," 16,156.80 "," 16,033.00 "," 16,137.60 "," 16,137.60 "," 255,580,900.00 "
9/6/2018," 16,162.20 "," 16,196.20 "," 16,077.40 "," 16,100.90 "," 16,100.90 "," 229,173,900.00 "
9/7/2018," 16,028.90 "," 16,093.40 "," 15,994.30 "," 16,090.30 "," 16,090.30 "," 225,132,900.00 "
9/10/2018," 16,121.00 "," 16,147.10 "," 16,057.10 "," 16,057.10 "," 16,057.10 "," 200,681,100.00 "
9/11/2018," 16,042.30 "," 16,111.70 "," 15,975.80 "," 16,094.30 "," 16,094.30 "," 215,647,000.00 "
9/12/2018," 16,093.30 "," 16,096.10 "," 15,993.60 "," 16,049.00 "," 16,049.00 "," 266,571,000.00 "
9/13/2018," 16,059.20 "," 16,071.20 "," 15,987.20 "," 16,001.70 "," 16,001.70 "," 221,711,900.00 "
9/14/2018," 15,990.30 "," 16,032.50 "," 15,981.00 "," 16,013.50 "," 16,013.50 "," 194,435,900.00 "
9/17/2018," 16,046.50 "," 16,118.00 "," 16,045.30 "," 16,082.30 "," 16,082.30 "," 222,709,300.00 "
9/18/2018," 16,120.80 "," 16,198.70 "," 16,091.50 "," 16,196.00 "," 16,196.00 "," 228,914,700.00 "
9/19/2018," 16,206.80 "," 16,230.00 "," 16,149.90 "," 16,149.90 "," 16,149.90 "," 348,868,600.00 "
9/20/2018," 16,210.00 "," 16,225.30 "," 16,147.10 "," 16,214.80 "," 16,214.80 "," 259,244,800.00 "
9/21/2018," 16,235.10 "," 16,267.70 "," 16,211.00 "," 16,224.10 "," 16,224.10 "," 497,537,500.00 "
9/24/2018," 16,244.50 "," 16,276.80 "," 16,198.70 "," 16,207.30 "," 16,207.30 "," 234,911,500.00 "
9/25/2018," 16,269.20 "," 16,300.70 "," 16,159.50 "," 16,159.50 "," 16,159.50 "," 237,368,500.00 "
9/26/2018," 16,166.70 "," 16,241.40 "," 16,146.90 "," 16,169.30 "," 16,169.30 "," 234,652,900.00 "
9/27/2018," 16,195.40 "," 16,262.80 "," 16,193.00 "," 16,204.60 "," 16,204.60 "," 224,428,600.00 "
9/28/2018," 16,167.40 "," 16,177.50 "," 16,063.70 "," 16,073.10 "," 16,073.10 "," 260,484,900.00 "
10/1/2018," 16,152.30 "," 16,193.10 "," 16,069.70 "," 16,104.40 "," 16,104.40 "," 232,645,500.00 "
10/2/2018," 16,086.30 "," 16,086.30 "," 15,987.10 "," 16,017.20 "," 16,017.20 "," 248,211,900.00 "
10/3/2018," 16,069.50 "," 16,082.30 "," 16,006.20 "," 16,072.10 "," 16,072.10 "," 225,949,100.00 "
10/4/2018," 16,057.30 "," 16,057.70 "," 15,928.20 "," 16,006.70 "," 16,006.70 "," 253,042,000.00 "
